titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Enhancing Research Idea Generation through Combinatorial Innovation and Multi-Agent Iterative Search Strategies,"Scientific progress depends on the continual generation of innovative re-search ideas. However, the rapid growth of scientific literature has greatly increased the cost of knowledge filtering, making it harder for researchers to identify novel directions. Although existing large language model (LLM)-based methods show promise in research idea generation, the ideas they produce are often repetitive and lack depth. To address this issue, this study proposes a multi-agent iterative planning search strategy inspired by com-binatorial innovation theory. The framework combines iterative knowledge search with an LLM-based multi-agent system to generate, evaluate, and re-fine research ideas through repeated interaction, with the goal of improving idea diversity and novelty. Experiments in the natural language processing domain show that the proposed method outperforms state-of-the-art base-lines in both diversity and novelty. Further comparison with ideas derived from top-tier machine learning conference papers indicates that the quality of the generated ideas falls between that of accepted and rejected papers. These results suggest that the proposed framework is a promising approach for supporting high-quality research idea generation. The source code and dataset used in this paper are publicly available on Github repository: https://github.com/ChenShuai00/MAGenIdeas. The demo is available at https://huggingface.co/spaces/cshuai20/MAGenIdeas.","['cs.CL', 'cs.AI', 'cs.DL', 'cs.IR']",http://arxiv.org/abs/2604.20548v1,https://arxiv.org/pdf/2604.20548v1,22/04/2026-13:31:12,"['Shuai Chen', 'Chengzhi Zhang']",cs.CL
On the positivity of MSbar parton distributions,"We revisit our argument that shows that parton distribution Functions (PDFs) in the MSbar{ scheme are non-negative in the perturbative region, with the main goals of elucidating its domain of validity and clarifying its theoretical underpinnings. We specifically discuss recent results proving that PDFs can turn negative at sufficiently low scale, we clarify quantitatively various aspects of our derivation of positivity in the perturbative region, and we provide an estimate for the scale above which PDF positivity holds.","['hep-ph', 'hep-ex']",http://arxiv.org/abs/2308.00025v4,https://arxiv.org/pdf/2308.00025v4,31/07/2023-18:00:01,"['Alessandro Candido', 'Stefano Forte', 'Tommaso Giani', 'Felix Hekhorn']",hep-ph
Imaging the transition from diffusive to Landauer resistivity dipoles,"A point-like defect in a uniform current-carrying conductor induces a dipole in the electrochemical potential, which counteracts the original transport field. If the mean free path of the carriers is much smaller than the size of the defect, the dipole results from the purely diffusive motion of the carriers around the defect. In the opposite limit, ballistic carriers scatter from the defect$-$for this situation, Rolf Landauer postulated the emergence of residual resistivity dipoles that are independent of the defect size and thus impose a fundamental limit on the resistance of the parent conductor. Here, we study resistivity dipoles around holes of different sizes in two-dimensional Bi films on Si(111). Using scanning tunneling potentiometry to image the dipoles, we find a crossover from linear to constant scaling behavior of their amplitudes with defect size, manifesting the transition from diffusive to Landauer dipoles. The extracted parameters of the transition allow us to estimate the Fermi wave vector and the carrier mean free path in our Bi films.",['cond-mat.mes-hall'],http://arxiv.org/abs/2412.15817v4,https://arxiv.org/pdf/2412.15817v4,20/12/2024-11:58:42,"['Serhii Kovalchuk', 'David Kämpfer', 'Jonathan K. Hofmann', 'Timofey Balashov', 'Vasily Cherepanov', 'Bert Voigtländer', 'Ireneusz Morawski', 'F. Stefan Tautz', 'Felix Lüpke']",cond-mat.mes-hall
A semiclassical approach to spectral estimates for random Landau Schrodinger operators,"We prove spectral properties for random Landau Schrödinger operators on $L^2(\mathbb{R}^2)$ with bounded, random potentials supported in a square $Λ_L \subset \mathbb{R}^2$ of side length $L>0$, using semiclassical pseudodifferential calculus. The semiclassical parameter $h$ is the inverse of the magnetic field strength $B > 0$. By means of the Grushin method, we are led to the analysis of an effective Hamiltonian on $L^2 (\mathbb{R})$, the principal term of which is a sum of certain compact, self-adjoint pseudodifferential operators. By analyzing these operators, we prove semiclassical Wegner and Minami estimates for the random Landau Schrodinger operator in energy intervals in the spectral bands around each Landau level.",['math-ph'],http://arxiv.org/abs/2604.20525v1,https://arxiv.org/pdf/2604.20525v1,22/04/2026-13:02:35,"['D. Borthwick', 'S. Eswarathasan', 'P. D. Hislop']",math-ph
Spatio-Temporal Cluster-Triggered Encoding for Spiking Neural Networks,"Encoding static images into spike trains is a fundamental step for enabling Spiking Neural Networks (SNNs) to process visual information. However, widely used methods such as rate coding, Poisson encoding, and time-to-first-spike (TTFS) often neglect spatial correlations and produce temporally inconsistent spike patterns, limiting both efficiency and interpretability. In this work, we propose a novel cluster-based encoding framework that explicitly preserves semantic structure across both spatial and temporal domains. The method first introduces a 2D spatial clustering mechanism, which leverages connected component analysis and local density estimation to identify salient foreground regions. Building upon this, we extend the approach to a 3D spatio-temporal (ST3D) encoding scheme that incorporates temporal neighborhood information, generating spike trains with enhanced temporal coherence. Experiments on the N-MNIST dataset demonstrate that the proposed ST3D encoder achieves 98.17% classification accuracy using a simple single-layer SNN, outperforming conventional TTFS encoding (97.58%). Notably, this performance is achieved with significantly fewer spikes (3800 vs. 5000 per sample), highlighting improved efficiency without sacrificing accuracy. These results indicate that the proposed method provides an interpretable, structure-aware, and computationally efficient encoding strategy, offering strong potential for neuromorphic computing applications.","['cs.NE', 'eess.SP']",http://arxiv.org/abs/2511.08469v2,https://arxiv.org/pdf/2511.08469v2,11/11/2025-17:15:08,['Minchi Hu'],cs.NE
Bounding Transient Instability in Sensor Data Injected Nonlinear Stochastic Flight Dynamics,"Transient instability in nonlinear stochastic dynamical systems is a fundamental limitation in safety-critical aerospace applications, particularly during powered descent and landing where failure is driven by finite-time excursions rather than asymptotic divergence. Classical notions of mean-square or asymptotic stability are therefore insufficient for certification and design. This paper develops a logarithmic-norm-based framework for finite-time transient stability analysis of nonlinear Ito stochastic differential equations. The approach extends matrix measures to nonlinear mappings in a Lipschitz sense, enabling efficient characterization of instantaneous perturbation growth without local linearization. Using Ito calculus, bounds on the mean and variance of transient growth are derived, providing conditions for non-positive finite-time mean growth and probabilistic bounds on instability events. The analysis highlights a key distinction between mean and sample-path behavior, showing that stability in expectation does not guarantee pathwise finite-time safety, and that almost-sure transient stability cannot generally be ensured under stochastic diffusion. The framework is extended to data-constrained stochastic dynamics in navigation and estimation, revealing a trade-off between estimation consistency and transient robustness due to continuous data injection. Demonstrations with flight-like lunar lander telemetry show that similar mean trajectories can exhibit significantly different transient stability behaviour, and that mission failure correlates with accumulation of transient instability over short critical intervals. These results motivate probabilistic finite-time stability metrics for safety-critical autonomous systems.","['math.DS', 'math.OC', 'stat.CO']",http://arxiv.org/abs/2604.20517v1,https://arxiv.org/pdf/2604.20517v1,22/04/2026-12:59:20,"['Surya Ratna Prakash D', 'Soumyendu Raha']",math.DS
Macroscopic loops in the random loop model on sparse random graphs,"We study the random loop model with crosses and bars on sparse random graphs. Our main objective is to prove the existence of macroscopic loops, in the sense that a loop visits a positive proportion of the vertices. We develop a deterministic drift method on arbitrary finite graphs based on three ingredients: a local split--merge--rewire analysis for the loop number, an exact differential identity for the partition function, and a slice estimate reducing the relevant same-loop insertion volume to induced edge counts of small vertex sets. This yields a general criterion in terms of a small-set sparsity condition on the underlying graph. We then verify this condition for random regular graphs, sparse Erdős--Rényi graphs, and simple bounded-degree configuration models, obtaining averaged lower bounds on the probability of a macroscopic loop whenever the edge density exceeds an explicit threshold depending on the loop weight \(θ\) and the cross parameter \(u\). For integer values of \(θ\), a trace representation of the partition function implies log-convexity, which upgrades the averaged bounds to pointwise-in-time results away from the threshold time.","['math.PR', 'math-ph']",http://arxiv.org/abs/2604.20514v1,https://arxiv.org/pdf/2604.20514v1,22/04/2026-12:57:47,['Andreas Klippel'],math.PR
CHASM: Unveiling Covert Advertisements on Chinese Social Media,"Current benchmarks for evaluating large language models (LLMs) in social media moderation completely overlook a serious threat: covert advertisements, which disguise themselves as regular posts to deceive and mislead consumers into making purchases, leading to significant ethical and legal concerns. In this paper, we present the CHASM, a first-of-its-kind dataset designed to evaluate the capability of Multimodal Large Language Models (MLLMs) in detecting covert advertisements on social media. CHASM is a high-quality, anonymized, manually curated dataset consisting of 4,992 instances, based on real-world scenarios from the Chinese social media platform Rednote. The dataset was collected and annotated under strict privacy protection and quality control protocols. It includes many product experience sharing posts that closely resemble covert advertisements, making the dataset particularly challenging.The results show that under both zero-shot and in-context learning settings, none of the current MLLMs are sufficiently reliable for detecting covert advertisements.Our further experiments revealed that fine-tuning open-source MLLMs on our dataset yielded noticeable performance gains. However, significant challenges persist, such as detecting subtle cues in comments and differences in visual and textual structures.We provide in-depth error analysis and outline future research directions. We hope our study can serve as a call for the research community and platform moderators to develop more precise defenses against this emerging threat.","['cs.LG', 'cs.AI', 'cs.CL', 'cs.CV', 'cs.CY']",http://arxiv.org/abs/2604.20511v1,https://arxiv.org/pdf/2604.20511v1,22/04/2026-12:53:36,"['Jingyi Zheng', 'Tianyi Hu', 'Yule Liu', 'Zhen Sun', 'Zongmin Zhang', 'Zifan Peng', 'Wenhan Dong', 'Xinlei He']",cs.LG
Composition-RL: Compose Your Verifiable Prompts for Reinforcement Learning of Large Language Models,"Large-scale verifiable prompts underpin the success of Reinforcement Learning with Verifiable Rewards (RLVR), but they contain many uninformative examples and are costly to expand further. Recent studies focus on better exploiting limited training data by prioritizing hard prompts whose rollout pass rate is 0. However, easy prompts with a pass rate of 1 also become increasingly prevalent as training progresses, thereby reducing the effective data size. To mitigate this, we propose Composition-RL, a simple yet useful approach for better utilizing limited verifiable prompts targeting pass-rate-1 prompts. More specifically, Composition-RL automatically composes multiple problems into a new verifiable question and uses these compositional prompts for RL training. Extensive experiments across model sizes from 4B to 30B show that Composition-RL consistently improves reasoning capability over RL trained on the original dataset. Performance can be further boosted with a curriculum variant of Composition-RL that gradually increases compositional depth over training. Additionally, Composition-RL enables more effective cross-domain RL by composing prompts drawn from different domains. Codes, datasets, and models are available at https://github.com/XinXU-USTC/Composition-RL.",['cs.CL'],http://arxiv.org/abs/2602.12036v2,https://arxiv.org/pdf/2602.12036v2,12/02/2026-15:03:37,"['Xin Xu', 'Clive Bai', 'Kai Yang', 'Tianhao Chen', 'Yangkun Chen', 'Weijie Liu', 'Hao Chen', 'Yang Wang', 'Saiyong Yang', 'Can Yang']",cs.CL
Evaluating the Quality of the Quantified Uncertainty for (Re)Calibration of Data-Driven Regression Models,"In safety-critical applications data-driven models must not only be accurate but also provide reliable uncertainty estimates. This property, commonly referred to as calibration, is essential for risk-aware decision-making. In regression a wide variety of calibration metrics and recalibration methods have emerged. However, these metrics differ significantly in their definitions, assumptions and scales, making it difficult to interpret and compare results across studies. Moreover, most recalibration methods have been evaluated using only a small subset of metrics, leaving it unclear whether improvements generalize across different notions of calibration. In this work, we systematically extract and categorize regression calibration metrics from the literature and benchmark these metrics independently of specific modelling methods or recalibration approaches. Through controlled experiments with real-world, synthetic and artificially miscalibrated data, we demonstrate that calibration metrics frequently produce conflicting results. Our analysis reveals substantial inconsistencies: many metrics disagree in their evaluation of the same recalibration result, and some even indicate contradictory conclusions. This inconsistency is particularly concerning as it potentially allows cherry-picking of metrics to create misleading impressions of success. We identify the Expected Normalized Calibration Error (ENCE) and the Coverage Width-based Criterion (CWC) as the most dependable metrics in our tests. Our findings highlight the critical role of metric selection in calibration research.","['cs.LG', 'stat.ML']",http://arxiv.org/abs/2508.17761v3,https://arxiv.org/pdf/2508.17761v3,25/08/2025-07:59:03,"['Jelke Wibbeke', 'Nico Schönfisch', 'Sebastian Rohjans', 'Andreas Rauh']",cs.LG
Near-Field Wideband Channel Estimation for XL-MIMO Systems via Denoising Diffusion Model,"Extremely large-scale multiple-input multiple-output (XL-MIMO) is a key enabling technology for sixth-generation (6G) communication systems. Nevertheless, the increase in array aperture and signal bandwidth brings new challenges to wideband channel estimation in XL-MIMO systems. Motivated by recent advances in deep generative modeling, we propose a diffusion model-based method for near-field wideband channel estimation in XL-MIMO systems. We first analyze the statistical correlation of wideband channel and show that near-field wideband channel exhibits both spatial non-stationarity and beam split effects. Based on these observations, the channel estimation problem is formulated as a Bayesian posterior inference task, in which a diffusion model is employed to learn the prior distribution of the channel. To further enhance the representation of complex spatial-frequency channel structures, we design a denoising network with a multi-scale attention mechanism. In particular, the network extracts multi-scale spatial-frequency features via parallel convolutional branches with different receptive fields, and combines feature attention and spatial attention modules to adaptively emphasize critical channel features. This design enables more accurate modeling of near-field wideband channel distributions and consequently improves channel estimation performance. Experimental results demonstrate that the proposed method exhibits superior robustness to existing baseline schemes for XL-MIMO wideband channel estimation under different experimental settings.",['eess.SP'],http://arxiv.org/abs/2604.20494v1,https://arxiv.org/pdf/2604.20494v1,22/04/2026-12:26:35,"['Qingxia Feng', 'Yin Fang', 'Meng Hua', 'Cheng Zhang', 'Chunguo Li', 'Yongming Huang', 'Luxi Yang']",eess.SP
Modeling and forecasting subnational age distribution of death counts,"Existing mortality forecasting methods focus on age-specific mortality rates, which lie in an unconstrained space and overlook the distributional nature of life-table death counts. Few studies have developed and compared forecasting methods that model the shape and dynamics of the age distribution of deaths, especially at the subnational level, where data quality varies greatly. This paper presents several forecasting methods to model and forecast the subnational age distribution of death counts. The age distribution of death counts has many similarities to probability density functions, which are non-negative and have a constrained integral, and thus live in a constrained nonlinear space. To address the nonlinear nature of objects, we implement a cumulative distribution function transformation that is scale-free and has additional monotonicity. Using subnational Japanese life-table death counts from the Japanese Mortality Database (2025), we evaluate the forecast accuracy of the transformation and forecasting methods. The improved forecast accuracy of life-table death counts implemented here will be of great interest to demographers in estimating regional age-specific survival probabilities and life expectancy, and to actuaries as a foundation for exploring potential applications in determining annuity prices for various ages and maturities.","['stat.ME', 'stat.AP']",http://arxiv.org/abs/2503.16744v3,https://arxiv.org/pdf/2503.16744v3,20/03/2025-23:11:50,"['Han Lin Shang', 'Cristian F. Jiménez-Varón']",stat.ME
Dilaton-Induced Resonant Production of Ultralight Vector Dark Matter,"We study the resonant production of ultralight vector dark matter from an oscillating spectator scalar $φ$ coupled to a massive vector $A_μ$ through a dilatonic kinetic function $\W(φ)$. The mechanism contains a narrow branch near $\mA/\mphi\simeq 1/2$. Assuming that the spectator remains subdominant until oscillations begin, we derive the onset fraction $r_i=\Phii^2/(6\Mpl^2)$ and show that, in the linear regime and for a background with constant equation-of-state parameter $w_b$, the growth-to-Hubble ratio scales as $μ/H\propto a^{3w_b/2}$. Combined with the tuned-branch abundance estimate, this implies $m_{γ'}\propto r_i^{-2}$ for the relic dark-photon mass. In particular, the interval $m_{γ'}\sim10^{-20}$--$10^{-18}\,\mathrm{eV}$ maps to $r_i\sim10^{-4}$--$10^{-5}$, corresponding to a radiation-dominated onset with a subdominant spectator, while for $M=10^{17}\,\mathrm{GeV}$ the perturbative range $ε_i=0.1$--$1$ gives $m_{γ'}\sim10^{-17}$--$10^{-21}\,\mathrm{eV}$. We also derive the polarization-resolved quadratic action in an FLRW background and formulate ultraviolet consistency conditions for both Stückelberg and Higgs completions, including perturbative control of the kinetic modulation, dark-Higgs decoupling, and symmetry-restoration bounds from vector backreaction.",['hep-ph'],http://arxiv.org/abs/2604.20481v1,https://arxiv.org/pdf/2604.20481v1,22/04/2026-12:14:09,"['Imtiaz Khan', 'G. Mustafa', 'Jehanzad Zafar', 'Farruh Atamurotov', 'Ahmadjon Abdujabbarov', 'Chengxun Yuan']",hep-ph
Adaptive Sparse Group Lasso Penalized Quantile Regression via Dual ADMM,"Sparse penalized quantile regression provides an effective framework for variable selection and robust estimation in high-dimensional data analysis. When ex planatory variables are organized into groups, achieving sparsity both within and between groups is essential. However, existing quantile regression methods often fail to meet this dual objective. To address this gap, we introduce the adaptive sparse group lasso penalized quantile regression, which integrates adaptive lasso and adaptive group lasso penalties. We optimize the model parameters via the alternating direction method of multipliers (ADMM) applied to the dual problem, and establish global convergence. Through extensive simulation studies and real data analyses, we demonstrate (i) the efficacy of the proposed method in achieving simultaneous within- and between-group sparsity, and (ii) the computational efficiency of our algorithm relative to existing alternatives.",['stat.CO'],http://arxiv.org/abs/2604.12694v2,https://arxiv.org/pdf/2604.12694v2,14/04/2026-13:05:06,"['Huayan Kou', 'Yuwen Gu', 'Yi Lian', 'Rui Zhang', 'Jun Fan']",stat.CO
Video-ToC: Video Tree-of-Cue Reasoning,"Existing Video Large Language Models (Video LLMs) struggle with complex video understanding, exhibiting limited reasoning capabilities and potential hallucinations. In particular, these methods tend to perform reasoning solely relying on the pretrained inherent reasoning rationales whilst lacking perception-aware adaptation to the input video content. To address this, we propose \textbf{Video-ToC}, a novel video reasoning framework that enhances video understanding through tree-of-cue reasoning. Specifically, our approach introduces three key innovations: (1) A tree-guided visual cue localization mechanism, which endows the model with enhanced fine-grained perceptual capabilities through structured reasoning patterns; (2) A reasoning-demand reward mechanism, which dynamically adjusts the reward value for reinforcement learning (RL) based on the estimation of reasoning demands, enabling on-demand incentives for more effective reasoning strategies; and (3) An automated annotation pipeline that constructs the Video-ToC-SFT-1k and Video-ToC-RL-2k datasets for supervised fine-tuning (SFT) and RL training, respectively. Extensive evaluations on six video understanding benchmarks and a video hallucination benchmark demonstrate the superiority of Video-ToC over baselines and recent methods. Code is available at https://github.com/qizhongtan/Video-ToC.",['cs.CV'],http://arxiv.org/abs/2604.20473v1,https://arxiv.org/pdf/2604.20473v1,22/04/2026-12:02:24,"['Qizhong Tan', 'Zhuotao Tian', 'Guangming Lu', 'Jun Yu', 'Wenjie Pei']",cs.CV
Temporal Difference Calibration in Sequential Tasks: Application to Vision-Language-Action Models,"Recent advances in vision-language-action (VLA) models for robotics have highlighted the importance of reliable uncertainty quantification in sequential tasks. However, assessing and improving calibration in such settings remains mostly unexplored, especially when only partial trajectories are observed. In this work, we formulate sequential calibration for episodic tasks, where task-success confidence is produced along an episode, while success is determined at the end of it. We introduce a sequential extension of the Brier score and show that, for binary outcomes, its risk minimizer coincides with the VLA policy's value function. This connection bridges uncertainty calibration and reinforcement learning, enabling the use of temporal-difference (TD) value estimation as a principled calibration mechanism over time. We empirically show that TD calibration improves performance relative to the state-of-the-art on simulated and real-robot data. Interestingly, we show that when calibrated using TD, the VLA's single-step action probabilities can yield competitive uncertainty estimates, in contrast to recent findings that employed different calibration techniques.","['cs.RO', 'cs.LG']",http://arxiv.org/abs/2604.20472v1,https://arxiv.org/pdf/2604.20472v1,22/04/2026-11:58:05,"['Shelly Francis-Meretzki', 'Mirco Mutti', 'Yaniv Romano', 'Aviv Tamar']",cs.RO
Temperature dependence of electronic conductivity from ab initio thermal simulation,"We present a temperature-dependent extension of the approximate electronic conductivity formula of Hindley and Mott that leverages time-averaged fluctuations of the electronic density of states obtained from ab initio molecular dynamics. By thermally averaging the square of the density of states near the Fermi level, we obtain an estimate of the temperature dependence of the conductivity. This approach termed the thermally-averaged Hindley-Mott (TAHM) method was applied to five representative systems: crystalline aluminum (c-Al), aluminum with a grain boundary (AlGB), a four-layer graphene-aluminum composite (Al-Gr), amorphous silicon (a-Si) and amorphous germanium-antimony-telluride (a-GST). The method reproduces the expected Bloch-Gruneisen decrease in conductivity for c-Al and AlGB. Generally, the reduction (increase) in conductivity for metallic (semiconducting) materials are reproduced. It captures microstructure-induced, thermally activated conduction in multilayer Al-Gr, a-Si and a-GST. Overall, the approach provides a computationally efficient link between time-dependent electronic structure and temperature-dependent transport, offering a simple and approximate tool for exploring electronic conductivity trends in complex and disordered materials.",['cond-mat.mtrl-sci'],http://arxiv.org/abs/2602.06076v2,https://arxiv.org/pdf/2602.06076v2,03/02/2026-18:49:47,"['Ridwan Hussein', 'Chinonso Ugwumadu', 'Kishor Nepal', 'Roxanne M. Tutchton', 'Keerti Kappagantula', 'David Alan Drabold']",cond-mat.mtrl-sci
Meta-Offline and Distributional Multi-Agent RL for Risk-Aware Decision-Making,"Mission critical applications, such as UAV-assisted IoT networks require risk-aware decision-making under dynamic topologies and uncertain channels. We propose meta-conservative quantile regression (M-CQR), a meta-offline distributional MARL algorithm that integrates conservative Q-learning (CQL) for safe offline learning, quantile regression DQN (QR-DQN) for risk-sensitive value estimation, and model-agnostic meta-learning (MAML) for rapid adaptation. Two variants are developed: meta-independent CQR (M-I-CQR) and meta-CTDE-CQR. In a UAV-based communication scenario, M-CTDE-CQR achieves up to 50% faster convergence and outperforms baseline MARL methods, offering improved scalability, robustness, and adaptability for risk-sensitive decision-making. Code is available at https://github.com/Eslam211/MA_Meta_ODRL",['cs.MA'],http://arxiv.org/abs/2501.16098v2,https://arxiv.org/pdf/2501.16098v2,27/01/2025-14:47:19,"['Eslam Eldeeb', 'Hirley Alves']",cs.MA
Integrating behavioral experimental findings into dynamical models to inform social change interventions,"Addressing global challenges often involves stimulating the large-scale adoption of new products or behaviors. Research traditions that focus on individual decision making suggest that achieving this objective requires identifying the drivers of individual discrete adoption choices. On the other hand, computational approaches rooted in complexity science focus on maximizing the propagation of a given product or behavior throughout social networks of interconnected adopters. Here, by integrating discrete choice modeling into the complex contagion theory, we propose a method to estimate individual-level thresholds to adoption. We validate the predictive power of this approach in two choice experiments. By integrating the estimated thresholds into computational simulations, we show that state-of-the-art seeding policies for initiating large-scale behavioral change might be suboptimal if they neglect individual-level behavioral drivers, which can be corrected through the proposed experimental method.","['physics.soc-ph', 'cs.SI', 'econ.EM']",http://arxiv.org/abs/2405.13224v2,https://arxiv.org/pdf/2405.13224v2,21/05/2024-22:17:17,"['Radu Tanase', 'René Algesheimer', 'Manuel S. Mariani']",physics.soc-ph
Improving End-to-End Training of Retrieval-Augmented Generation Models via Joint Stochastic Approximation,"Retrieval-augmented generation (RAG) has become a widely recognized paradigm to combine parametric memory with non-parametric memories. An RAG model consists of two serial connecting components (retriever and generator). A major challenge in end-to-end optimization of the RAG model is that marginalization over relevant passages (modeled as discrete latent variables) from a knowledge base is required. Traditional top-K marginalization and variational RAG (VRAG) suffer from biased or high-variance gradient estimates. In this paper, we propose and develop joint stochastic approximation (JSA) based end-to-end training of RAG, which is referred to as JSA-RAG. The JSA algorithm is a stochastic extension of the EM (expectation-maximization) algorithm and is particularly powerful in estimating discrete latent variable models. Extensive experiments are conducted on five datasets for two tasks (open-domain question answering, knowledge-grounded dialogs) and show that JSA-RAG significantly outperforms both vanilla RAG and VRAG. Further analysis shows the efficacy of JSA-RAG from the perspectives of generation, retrieval, and low-variance gradient estimate.",['cs.CL'],http://arxiv.org/abs/2508.18168v3,https://arxiv.org/pdf/2508.18168v3,25/08/2025-16:17:16,"['Hongyu Cao', 'Yuxuan Wu', 'Yucheng Cai', 'Xianyu Zhao', 'Zhijian Ou']",cs.CL
Forward--Inverse Interplay in FEM-Based EEG Source Imaging: Distributional Signatures of Advanced Source Models and Inverse Solvers,"Electroencephalography (EEG) source imaging aims to infer brain activity from electrical potentials measured on the scalp. This is a difficult problem because many different source patterns can explain the same measurements. The result depends strongly on two things: the forward model and the inverse method. In this work, we study how these two parts work together. We focus not only on where the activity is located, but also on how the reconstructed activity is distributed in space. We suggest that different source models create different signatures in the reconstructed activity. We use realistic head models and compute forward solutions with the finite element method using Zeffiro Interface and DUNEuro. We test different source models, including 2 implementations of a divergence-conforming model, and one implementation of Local subtraction approach. For inverse methods, we use advanced methods such as standardized hierarchical adaptive L1 regression (sHAL1R), standardized Kalman filtering (SKF), and classical dipole scanning. To understand the complex interplay between the forward and inverse approaches, we analyze the inverse source localization results using distributional quantitative measures, including Earth Mover's Distance and depth bias scatter plot, and qualitatively assess the amplitude distribution and focality. The results show that there is a strong dependence between the choice of source model and the success rate of a given inverse method: a source model that corresponds well with a single point-like source is a good match with an inverse method that presupposes such a source.",['math.NA'],http://arxiv.org/abs/2604.20448v1,https://arxiv.org/pdf/2604.20448v1,22/04/2026-11:12:39,"['Santtu Söderholm', 'Joonas Lahtinen', 'Sampsa Pursiainen']",math.NA
Compactness of Moduli Spaces of Gradient Flow Lines in the Uniform Topology,"We prove a compactness result for gradient flow lines in a general set-up which comprises both the situation of Morse gradient flow lines as well as Floer cylinders converging to a critical submanifold respectively. For the compactness result we have to impose two conditions. Both are readily verified in the Morse case but establishing the second condition in the Floer case poses a technical challenge and relies on an exponential decay estimate for Floer cylinders, with coefficient function continuously depending on the initial loop. This is a result of independent interest.",['math.SG'],http://arxiv.org/abs/2604.01009v2,https://arxiv.org/pdf/2604.01009v2,01/04/2026-15:14:56,['Tom Stalljohann'],math.SG
Photometry and physical characterization of near-Earth asteroid 2025 FA22 from one apparition,"We present comprehensive photometric characterisation of 2025 FA$_{22}$, a Potentially Hazardous Asteroid (PHA) discovered on 29 March 2025 and observed during the seventh International Asteroid Warning Network (IAWN) coordinated campaign. The asteroid's close approach at 2 lunar distances on 18 September 2025 provided an opportunity for rapid physical characterisation in a simulated virtual impactor scenario. Photometric observations were conducted from 17 September to 1 October 2025, during which 2025 FA$_{22}$ traversed a $150^{\circ}$ arc and spanned solar phase angles from $\sim20^{\circ}$ to $\sim70^{\circ}$. This geometry enabled detailed physical characterisation, including determination of the spin axis and shape. Convex inversion yields a sidereal rotation period of $P_{\mathrm{sid}} = 13.07366 \pm 0.00076$ h and a spin axis at ecliptic coordinates $(λ, β) = (246^{\circ} \pm 9^{\circ}, 60^{\circ} \pm 9^{\circ})$. The absolute magnitude was derived as $H_{\mathrm{V}} = 21.39^{+0.07}_{-0.08}$ mag ($G_1 = 0.8228$, $G_2 = 0.0194$), with colour indices $B-V = 0.71 \pm 0.05$ mag, $V-R = 0.39 \pm 0.03$ mag, and $R-I = 0.39 \pm 0.04$ mag, consistent with X-complex classification in the Bus--DeMeo taxonomy. Assuming a geometric albedo of $p_v = 0.15^{+0.05}_{-0.04}$, representative of the moderate-albedo X-complex asteroids, we estimate $D_{\mathrm{eff}} = 181^{+31}_{-25}$ m, consistent with ""China Compound Eye"" radar dimensions of ${\sim}100 \times 320$ m ($D_{\mathrm{eff}} \sim 186$ m), which also reveal a contact-binary morphology consistent with the axis ratios $a:b:c \sim 2.68:1.96:1.00$ derived from our photometric shape model. The bilobate morphology is consistent with YORP-driven spin-up and deformation during a previous YORP cycle, with the current slow rotation possibly explained by internal reconfiguration or tidal braking during close Earth encounters.",['astro-ph.EP'],http://arxiv.org/abs/2604.15207v2,https://arxiv.org/pdf/2604.15207v2,16/04/2026-16:34:55,"['Jun Tian', 'Bin Li', 'Y. J. Liu', 'Z. J. Xu', 'R. Y. Zhai', 'H. B. Zhao', 'Anton Pomazan', 'Fan Li', 'A. M. Abdelaziz', 'Y. D. Ping', 'Wei Liu', 'Y. D. Mao', 'Jian Chen', 'Ahmed. Shokry', 'Mohamed Ismail']",astro-ph.EP
Quantum-Enhanced Recurrent Neural Networks via Variational Quantum Gating for Battery State of Health Prediction,"Accurate state-of-health (SOH) estimation for lithium-ion batteries remains a challenging problem due to complex electrochemical degradation mechanisms and long-range temporal dependencies. In this work, we propose a quantum-enhanced recurrent framework, termed QLSTM, in which variational quantum circuits are directly embedded into the gating mechanisms of long short-term memory networks. By replacing classical affine transformations with parameterized unitary operations, the proposed model introduces structured nonlinear transformations into the recurrent state-transition process. Extensive experiments on multiple benchmark battery datasets demonstrate that QLSTM consistently outperforms classical sequence models in both predictive accuracy and robustness, achieving significant reductions in mean absolute error (MAE), with improvements on the order of 20% compared with classical LSTM baselines. Ablation studies further confirm that these improvements arise primarily from quantum-enhanced gating rather than input-level transformations. Additional analyses on qubit scaling and noise robustness reveal that model performance is governed by a balance between expressive capacity and trainability. These results provide empirical evidence that embedding quantum computational primitives within recurrent architectures offers a structurally grounded approach to improving sequence modeling capability. The proposed framework establishes a new design paradigm for integrating quantum operators into temporal learning models, with potential applications in complex dynamical system prediction tasks.",['quant-ph'],http://arxiv.org/abs/2604.20438v1,https://arxiv.org/pdf/2604.20438v1,22/04/2026-10:57:17,"['Yin Xu', 'Qinglin Liu', 'Li Gao', 'Hua Xu']",quant-ph
